Mask No,PRODUCT_NAME,LEASE_TENOR_INCLUDING_HP_cluster,VEHICLE_AGE,YOM,LEASE_TENOR_INCLUDING_HP,TOTAL INCOME_NUM,TOTAL INCOME,CUSTOMER AGE,Exp,Sub_purpose_code_based_on_risk,CRIB_SCORE,Percentage_of_Total_Current_Balance_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Arrears_Amount_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Installments_to_Total_Current_Balance_slabs,Cluster
8422,Three Wheeler-Lease-Registered,36-48,15,2009,37,150000,120000+,43,0.624094652,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8423,CASH IN HAND,36-48,12,2012,37,90000,80000-100000,36,0.634021713,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8424,CASH IN HAND,36-48,13,2011,37,200000,120000+,60,0.540065032,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8425,Three Wheeler-Lease-Registered,36-48,19,2005,37,70000,60000-80000,51,0.538047109,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8426,Three Wheeler-Lease-Registered,36-48,13,2011,37,150000,120000+,38,0.651872063,Low_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
8427,CASH IN HAND,48-60,12,2012,49,85000,80000-100000,47,0.626323894,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Red
8428,CASH IN HAND,36-48,13,2011,37,80000,80000-100000,44,0.768493352,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8429,CASH IN HAND,36-48,11,2013,43,50000,40000-60000,40,0.518770476,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 5 - 10 percentage,above 10 percentage,Green
8430,Three Wheeler-Lease-Registered,60+,13,2011,61,100000,100000-120000,45,0.798551742,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8431,CASH IN HAND,60+,12,2012,61,100000,100000-120000,39,0.61241561,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,above 10 percentage,Green
8432,Three Wheeler-Lease-Registered,48-60,16,2008,49,6000000,120000+,27,0.737334194,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8433,Three Wheeler-Lease-Registered,48-60,10,2014,49,50000,40000-60000,24,0.830695029,Medium_risk_sub_purpose_code,60-80,between 100 - 150 percentage,less than 1 percentage,less than 2 percentage,Green
8434,Three Wheeler-Lease-Registered,36-48,14,2010,37,50000,40000-60000,51,0.519864276,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8435,Three Wheeler-Lease-Registered,48-60,15,2009,49,90000,80000-100000,19,0.620771475,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8436,Three Wheeler-Lease-Registered,< 24,12,2012,19,150000,120000+,49,0.393618171,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
8437,Three Wheeler-Lease-Registered,36-48,6,2018,37,80000,80000-100000,37,0.422901623,Low_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8438,Three Wheeler-Lease-Registered,< 24,13,2011,19,80000,80000-100000,37,0.20866747,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8440,CASH IN HAND,48-60,11,2013,49,80000,80000-100000,26,0.538957513,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
8441,CASH IN HAND,24-36,13,2011,31,500000,120000+,25,0.499395097,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
8442,CASH IN HAND,60+,14,2010,61,50000,40000-60000,20,0.828391724,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8443,Three Wheeler-Lease-Registered,60+,10,2014,60,70000,60000-80000,29,0.795705951,Low_risk_sub_purpose_code,0-20,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8444,CASH IN HAND,36-48,12,2012,37,70000,60000-80000,29,0.379714146,Medium_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8446,Three Wheeler-Lease-Registered,24-36,14,2010,25,100000,100000-120000,57,0.471161111,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Red
8447,Three Wheeler-Lease-Registered,48-60,11,2013,49,70000,60000-80000,32,0.428216071,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8448,Three Wheeler-Lease-Registered,36-48,19,2005,37,60000,60000-80000,30,0.537457816,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8449,CASH IN HAND,60+,17,2007,61,70000,60000-80000,40,0.622066034,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8450,Three Wheeler-Lease-Registered,48-60,12,2012,49,80000,80000-100000,30,0.553291489,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8451,CASH IN HAND,24-36,17,2007,25,80000,80000-100000,53,0.5180278,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8452,CASH IN HAND,36-48,13,2011,37,80000,80000-100000,62,0.523187613,Medium_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8453,CASH IN HAND,60+,6,2018,61,80000,80000-100000,30,0.617008114,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
8454,CASH IN HAND,36-48,13,2011,37,60000,60000-80000,31,0.725594839,Medium_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8455,CASH IN HAND,36-48,14,2010,37,120000,120000+,52,0.784418207,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8456,CASH IN HAND,60+,17,2007,61,120000,120000+,44,0.813367143,Low_risk_sub_purpose_code,0-20,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Red
8457,CASH IN HAND,48-60,9,2015,49,50000,40000-60000,44,0.634574783,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,less than 2 percentage,Red
8458,CASH IN HAND,24-36,18,2006,25,150000,120000+,37,0.758699396,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
8459,Three Wheeler-Lease-Registered,60+,15,2009,61,90000,80000-100000,39,0.551233433,Low_risk_sub_purpose_code,40-60,between 150 - 200 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8460,Three Wheeler-Lease-Registered,< 24,17,2007,13,100000,100000-120000,30,0.466634505,Low_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
8461,Three Wheeler-Lease-Registered,24-36,16,2008,25,75000,60000-80000,37,0.335744038,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
8462,CASH IN HAND,24-36,15,2009,25,80000,80000-100000,39,0.63354717,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8463,Three Wheeler-Lease-Registered,60+,10,2014,61,150000,120000+,45,0.621678294,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,less than 2 percentage,Green
8464,CASH IN HAND,24-36,10,2014,25,70000,60000-80000,33,0.416064045,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,less than 2 percentage,Green
8465,CASH IN HAND,36-48,10,2014,37,130000,120000+,43,0.451155607,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
8466,CASH IN HAND,60+,14,2010,61,70000,60000-80000,48,0.457901241,Medium_risk_sub_purpose_code,Above 80,between 150 - 200 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8467,CASH IN HAND,36-48,11,2013,37,70000,60000-80000,40,0.357259048,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8469,CASH IN HAND,60+,9,2015,61,80000,80000-100000,37,0.654423666,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8470,Three Wheeler-Lease-Registered,60+,10,2014,61,95000,80000-100000,34,0.777226358,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Red
8471,CASH IN HAND,48-60,17,2007,49,100000,100000-120000,30,0.363844034,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
8472,Three Wheeler-Lease-Registered,24-36,8,2016,25,120000,120000+,28,0.207807526,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
8473,Three Wheeler-Lease-Registered,60+,10,2014,61,100000,100000-120000,20,0.676443664,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
8474,Three Wheeler-Lease-Registered,24-36,12,2012,25,140000,120000+,29,0.635428723,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8475,CASH IN HAND,< 24,14,2010,19,150000,120000+,46,0.745835008,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 5- 10 percentage,Green
8476,Three Wheeler-Lease-Registered,< 24,14,2010,19,200000,120000+,54,0.424309285,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8477,Three Wheeler-Lease-Registered,36-48,10,2014,43,70000,60000-80000,55,0.536870787,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
8478,CASH IN HAND,< 24,11,2013,19,120000,120000+,43,0.188367803,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8479,CASH IN HAND,24-36,4,2020,25,250000,120000+,56,0.670378575,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8480,CASH IN HAND,24-36,12,2012,25,75000,60000-80000,62,0.251463647,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8481,Three Wheeler-Lease-Registered,< 24,12,2012,19,85000,80000-100000,56,0.191061979,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8482,CASH IN HAND,< 24,15,2009,19,65000,60000-80000,41,0.443128358,Low_risk_sub_purpose_code,0-20,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8483,Three Wheeler-Lease-Registered,24-36,6,2018,25,200000,120000+,24,0.635834179,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8484,Three Wheeler-Lease-Registered,48-60,17,2007,49,70000,60000-80000,21,0.624086528,Low_risk_sub_purpose_code,Missing,above 200 percentage,above 15 percentage,less than 2 percentage,Red
8485,Three Wheeler-Lease-Registered,36-48,9,2015,37,120000,120000+,26,0.627482629,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 10 - 15 percentage,above 10 percentage,Green
8486,CASH IN HAND,36-48,15,2009,37,100000,100000-120000,44,0.625398007,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8487,Three Wheeler-Lease-Registered,36-48,14,2010,37,100000,100000-120000,36,0.568994565,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8488,Three Wheeler-Lease-Registered,24-36,14,2010,31,150000,120000+,56,0.570024457,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8489,CASH IN HAND,< 24,15,2009,19,50000,40000-60000,41,0.14184595,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8490,CASH IN HAND,24-36,18,2006,31,90000,80000-100000,41,0.606927667,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8491,Three Wheeler-Lease-Registered,60+,12,2012,61,60000,60000-80000,41,0.626270189,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
8492,Three Wheeler-Lease-Registered,60+,13,2011,61,70000,60000-80000,56,0.560833032,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8493,CASH IN HAND,36-48,17,2007,37,80000,80000-100000,39,0.358565822,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8494,Three Wheeler-Lease-Registered,60+,17,2007,61,0,< 40000,42,0.711243025,Low_risk_sub_purpose_code,Above 80,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8495,Three Wheeler-Lease-Registered,36-48,11,2013,37,70000,60000-80000,49,0.596955238,Medium_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8496,CASH IN HAND,36-48,9,2015,37,250000,120000+,43,0.488402496,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,above 10 percentage,Green
8497,CASH IN HAND,36-48,16,2008,37,80000,80000-100000,41,0.625810811,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
8498,CASH IN HAND,60+,6,2018,61,200000,120000+,41,0.713502113,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8499,CASH IN HAND,60+,12,2012,61,70000,60000-80000,28,0.625609852,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
8500,Three Wheeler-Lease-Registered,60+,8,2016,61,80000,80000-100000,39,0.518167196,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8501,Three Wheeler-Lease-Registered,48-60,17,2007,49,80000,80000-100000,53,0.620078496,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8502,CASH IN HAND,36-48,10,2014,37,100000,100000-120000,37,0.570024509,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8503,CASH IN HAND,36-48,14,2010,37,90000,80000-100000,40,0.573019586,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8504,CASH IN HAND,48-60,14,2010,49,75000,60000-80000,34,0.672137931,Low_risk_sub_purpose_code,Above 80,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8505,CASH IN HAND,24-36,9,2015,31,60000,60000-80000,51,0.413347826,Low_risk_sub_purpose_code,Above 80,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8506,CASH IN HAND,60+,11,2013,61,100000,100000-120000,37,0.650469977,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,Missing,Green
8508,Three Wheeler-Lease-Registered,36-48,14,2010,37,60000,60000-80000,19,0.489044832,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8509,Three Wheeler-Lease-Registered,48-60,14,2010,49,75000,60000-80000,35,0.62099726,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8510,Three Wheeler-Lease-Registered,36-48,14,2010,37,65000,60000-80000,22,0.624663623,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
8511,CASH IN HAND,60+,12,2012,61,100000,100000-120000,56,0.622068085,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8513,Three Wheeler-Lease-Registered,60+,12,2012,61,60000,60000-80000,53,0.823014634,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Red
8514,Three Wheeler-Lease-Registered,36-48,9,2015,37,200000,120000+,29,0.596305772,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
8515,Three Wheeler-Lease-Registered,36-48,16,2008,37,60000,60000-80000,52,0.270180645,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8516,Three Wheeler-Lease-Registered,60+,18,2006,61,70000,60000-80000,42,0.827375714,Medium_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
8517,Three Wheeler-Lease-Registered,48-60,10,2014,49,120000,120000+,21,0.618892848,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
8518,CASH IN HAND,60+,19,2005,61,700000,120000+,31,0.631878879,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8520,Three Wheeler-Lease-Registered,36-48,8,2016,37,100000,100000-120000,39,0.477227822,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
8521,Three Wheeler-Lease-Registered,60+,16,2008,61,70000,60000-80000,32,0.622459355,Low_risk_sub_purpose_code,Missing,above 200 percentage,above 15 percentage,less than 2 percentage,Red
8522,Three Wheeler-Lease-Registered,36-48,15,2009,37,180000,120000+,36,0.626082392,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8523,Three Wheeler-Lease-Registered,36-48,17,2007,37,100000,100000-120000,30,0.62526574,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
8524,CASH IN HAND,36-48,13,2011,37,650000,120000+,50,0.282581658,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8526,Three Wheeler-Lease-Registered,48-60,14,2010,49,650000,120000+,25,0.619903805,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Red
8527,CASH IN HAND,36-48,19,2005,37,75000,60000-80000,41,0.679741935,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8528,CASH IN HAND,60+,13,2011,61,75000,60000-80000,39,0.64159799,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8529,Three Wheeler-Lease-Registered,60+,12,2012,61,100000,100000-120000,37,0.828230016,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,above 10 percentage,Red
8531,Three Wheeler-Lease-Registered,60+,14,2010,61,50000,40000-60000,24,0.826178601,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8532,Three Wheeler-Lease-Registered,60+,14,2010,61,12000000,120000+,35,0.514174897,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8533,Three Wheeler-Lease-Registered,60+,18,2006,61,100000,100000-120000,42,0.622068571,Low_risk_sub_purpose_code,Missing,above 200 percentage,between 10 - 15 percentage,less than 2 percentage,Red
